Time,Balance,Cash,Equity,Positions
2019-02-04,2000.0,2000,0.0,0
2019-02-05,2000.0,2000,0.0,0
2019-02-06,2000.0,2000,0.0,0
2019-02-07,2000.0,2000,0.0,0
2019-02-08,2000.0,2000,0.0,0
2019-02-11,2000.0,2000,0.0,0
2019-02-12,2000.0,2000,0.0,0
2019-02-13,2000.0,2000,0.0,0
2019-02-14,2000.0,2000,0.0,0
2019-02-15,2000.0,2000,0.0,0
2019-02-19,2000.0,2000,0.0,0
2019-02-20,2000.0,2000,0.0,0
2019-02-21,2000.0,2000,0.0,0
2019-02-22,2000.0,2000,0.0,0
2019-02-25,2000.0,2000,0.0,0
2019-02-26,2000.0,2000,0.0,0
2019-02-27,2000.0,2000,0.0,0
2019-02-28,2000.0,2000,0.0,0
2019-03-01,2000.0,2000,0.0,0
2019-03-04,2000.0,2000,0.0,0
2019-03-05,2000.0,2000,0.0,0
2019-03-06,2000.0,2000,0.0,0
2019-03-07,2000.0,2000,0.0,0
2019-03-08,2000.0,2000,0.0,0
2019-03-11,2000.0,2000,0.0,0
2019-03-12,2000.0,2000,0.0,0
2019-03-13,2000.0,2000,0.0,0
2019-03-14,1995.5359687805176,20.02991485595703,1975.5060539245605,93
2019-03-15,2003.3479347229004,20.02991485595703,1983.3180198669434,93
2019-03-18,2019.529914855957,20.02991485595703,1999.5,93
2019-03-19,2021.3899574279785,20.02991485595703,2001.3600425720215,93
2019-03-20,2013.0199432373047,20.02991485595703,1992.9900283813477,93
2019-03-21,2041.756944656372,20.02991485595703,2021.727029800415,93
2019-03-22,1988.4679489135742,20.02991485595703,1968.4380340576172,93
2019-03-25,1986.235933303833,20.02991485595703,1966.206018447876,93
2019-03-26,1998.325855255127,20.02991485595703,1978.29594039917,93
2019-03-27,1989.9558410644531,20.02991485595703,1969.925926208496,93
2019-03-28,2025.1098651885986,2025.1098651885986,0.0,0
2019-03-29,2025.1098651885986,2025.1098651885986,0.0,0
2019-04-01,2024.2817935943604,14.909830093383789,2009.3719635009766,92
2019-04-02,2021.8898792266846,14.909830093383789,2006.9800491333008,92
2019-04-03,2044.6138553619385,14.909830093383789,2029.7040252685547,92
2019-04-04,2028.3298511505127,14.909830093383789,2013.420021057129,92
2019-04-05,2050.7778034210205,14.909830093383789,2035.8679733276367,92
2019-04-08,2060.069787979126,14.909830093383789,2045.1599578857422,92
2019-04-09,2049.765832901001,14.909830093383789,2034.8560028076172,92
2019-04-10,2065.129816055298,14.909830093383789,2050.219985961914,92
2019-04-11,2051.78977394104,14.909830093383789,2036.8799438476562,92
2019-04-12,2065.4977893829346,14.909830093383789,2050.587959289551,92
2019-04-15,2059.6098651885986,14.909830093383789,2044.7000350952148,92
2019-04-16,2072.9499073028564,14.909830093383789,2058.0400772094727,92
2019-04-17,2071.1098651885986,14.909830093383789,2056.200035095215,92
2019-04-18,2062.737901687622,14.909830093383789,2047.8280715942383,92
2019-04-22,2075.8938694000244,14.909830093383789,2060.9840393066406,92
2019-04-23,2096.5017795562744,14.909830093383789,2081.5919494628906,92
2019-04-24,2090.429780960083,14.909830093383789,2075.519950866699,92
2019-04-25,2085.737901687622,14.909830093383789,2070.8280715942383,92
