Time,Position,Buy_price,Sell_price,Gain/loss
2020-02-03,201,9.920000076293945,9.979999542236328,12.059892654418945
2020-03-05,202,9.928000450134277,9.800000190734863,-25.85605239868164
2020-03-30,201,9.850000381469727,9.760000228881836,-18.090030670166016
2020-04-20,201,9.760000228881836,9.729999542236328,-6.03013801574707
2020-05-27,202,9.6899995803833,9.779999732971191,18.180030822753906
2020-06-22,201,9.850000381469727,10.149999618530273,60.29984664916992
2020-09-02,206,9.899999618530273,10.149999618530273,51.5
2020-11-09,207,10.100000381469727,10.399999618530273,62.0998420715332
2021-01-08,201,10.6899995803833,10.520000457763672,-34.16982364654541
2021-02-04,194,10.871999740600586,10.739999771118164,-25.607994079589844
2021-02-10,195,10.720000267028809,10.65999984741211,-11.700081825256348
