Time,Position,Buy_price,Sell_price,Gain/loss
2016-05-20,108,18.375999450683594,19.399999618530273,110.5920181274414
2016-07-07,105,20.030000686645508,20.517000198364258,51.13494873046875
2016-07-28,105,20.586000442504883,20.889999389648438,31.919889450073242
2016-09-08,104,20.969999313354492,21.200000762939453,23.920150756835938
2016-09-15,104,21.200000762939453,21.0,-20.800079345703125
2016-11-10,107,20.361000061035156,19.639999389648438,-77.1470718383789
2016-12-13,103,20.450000762939453,20.190000534057617,-26.7800235748291
2017-01-04,99,21.100000381469727,23.209999084472656,208.88987159729004
2017-03-13,98,23.31999969482422,23.024999618530273,-28.91000747680664
2017-03-29,94,23.940000534057617,28.459999084472656,424.8798637390137
2017-06-21,90,29.799999237060547,28.989999771118164,-72.89995193481445
2017-07-14,89,29.3799991607666,33.25,344.43007469177246
2017-10-02,85,34.599998474121094,34.36000061035156,-20.399818420410156
2017-10-31,82,35.7599983215332,34.599998474121094,-95.11998748779297
2017-11-17,79,35.709999084472656,36.9900016784668,101.12020492553711
2017-12-13,78,37.81999969482422,37.08000183105469,-57.71983337402344
2018-01-05,74,39.0099983215332,39.290000915527344,20.720191955566406
2018-02-16,71,40.75,42.66999816894531,136.3198699951172
2018-04-11,75,40.560001373291016,39.540000915527344,-76.50003433227539
2018-05-08,71,41.43000030517578,45.77000045776367,308.14001083374023
2018-07-10,70,46.43000030517578,46.86000061035156,30.100021362304688
2018-08-08,71,46.650001525878906,46.86000061035156,14.909934997558594
2018-09-20,68,48.70000076293945,47.40999984741211,-87.72006225585938
2018-11-01,71,45.38999938964844,43.66999816894531,-122.12008666992188
2018-11-29,70,44.060001373291016,42.63999938964844,-99.40013885498047
2019-01-07,74,40.709999084472656,41.25,39.96006774902344
2019-01-31,71,43.0099983215332,44.86000061035156,131.35016250610352
2019-03-14,68,46.77000045776367,46.13999938964844,-42.84007263183594
2019-04-02,65,48.189998626708984,47.09000015258789,-71.4999008178711
2019-05-06,63,48.279998779296875,46.029998779296875,-141.75
2019-06-07,67,43.540000915527344,46.119998931884766,172.85986709594727
2019-08-21,68,45.66999816894531,43.119998931884766,-173.3999481201172
2019-09-10,65,44.52000045776367,43.13999938964844,-89.70006942749023
2019-10-15,66,42.9900016784668,49.2599983215332,413.8197784423828
2019-12-17,64,50.31999969482422,50.52000045776367,12.800048828125
2020-01-08,62,52.72999954223633,52.81999969482422,5.580009460449219
2020-02-04,57,56.77000045776367,53.540000915527344,-184.1099739074707
2020-03-26,69,44.459999084472656,64.63999938964844,1392.420021057129
2020-06-16,66,67.20999908447266,81.97000122070312,974.1601409912109
2020-08-04,64,84.93000030517578,86.58000183105469,105.60009765625
2020-09-21,61,90.80999755859375,99.18000030517578,510.5701675415039
2020-11-06,57,105.0,124.69000244140625,1122.3301391601562
2021-01-07,50,142.02999877929688,140.3699951171875,-83.00018310546875
2021-02-04,47,148.8000030517578,139.0399932861328,-458.720458984375
2021-03-16,54,122.75,114.41999816894531,-449.8200988769531
